2023-06-01,-0.04946920027823403,-0.004820264386621619,-0.12513398980012125,-0.1251339898001211,-0.125133989800121,1.000123269562077,1.0001232695620796,1.0001232695620792,1.0001232695620799,1.0001232695620783,2.182330030023198,3.10499765614228,3.10499765614228,3.3812127719053753,3.381212771905378,3.3812127719053766,3.3812127719053753,2.7457186956006474,2.745718695600649,2.745718695600657,2.7457186956006563,2.745718695600651,2.745718695600652,2.745718695600656,2.7457186956006576,2.7457186956006527,3.793790251674126,3.7937902516741295,3.793790251674134,3.7937902516741335,3.7937902516741357,3.7937902516741304,3.793790251674128,3.7937902516741246,3.7937902516741357,3.793790251674133,3.7937902516741313,3.7937902516741335,3.7937902516741335,3.7937902516741318,3.7937902516741278,3.793790251674135,3.793790251674138,3.7937902516741353,3.7937902516741393,3.7937902516741406,3.793790251674134,3.7937902516741318,3.793790251674132,3.793790251674134,3.793790251674133,3.7937902516741318,3.79379025167413,3.793790251674133,3.7937902516741375,3.793790251674137,3.7937902516741304,3.7937902516741246,3.7937902516741255,2.7457186956006523,2.7457186956006523,2.7457186956006523,2.745718695600651,2.745718695600651,2.745718695600651,2.745718695600651,2.7457186956006514,2.745718695600651,2.7457186956006527,2.745718695600652,2.74571869560065,2.745718695600651,2.745718695600651,2.7457186956006523,3.3812127719053735,3.3812127719053695,3.3812127719053695,3.3812127719053695,3.381212771905371,3.38121277190537,3.3812127719053753,2.450329448670936,2.450329448670937,2.4503294486709364
2023-06-02,0.5660443801010527,0.6117848592593857,0.4885652102867917,0.4885652102867911,0.48856521028679056,1.645538947412465,1.6455389474124693,1.6455389474124686,1.6455389474124702,1.6455389474124673,2.8727823705962723,2.872782370596269,2.872782370596269,3.152802056229449,3.1528020562294516,3.1528020562294503,3.152802056229449,2.50831599921217,2.508315999212172,2.5083159992121806,2.5083159992121793,2.5083159992121735,2.508315999212175,2.5083159992121784,2.5083159992121806,2.5083159992121757,3.570786280196605,3.570786280196609,3.5707862801966135,3.570786280196613,3.5707862801966153,3.570786280196609,3.5707862801966073,3.570786280196604,3.5707862801966153,3.5707862801966117,3.570786280196611,3.5707862801966126,3.5707862801966126,3.5707862801966113,3.570786280196607,3.570786280196614,3.5707862801966166,3.570786280196615,3.5707862801966175,3.5707862801966193,3.570786280196613,3.570786280196611,3.5707862801966113,3.570786280196613,3.5707862801966126,3.570786280196611,3.570786280196609,3.5707862801966126,3.5707862801966157,3.5707862801966153,3.5707862801966104,3.5707862801966046,3.570786280196605,2.508315999212175,2.508315999212175,2.508315999212175,2.5083159992121744,2.5083159992121744,2.5083159992121744,2.5083159992121744,2.5083159992121744,2.508315999212174,2.5083159992121757,2.508315999212175,2.5083159992121726,2.5083159992121735,2.5083159992121735,2.508315999212175,3.152802056229447,3.1528020562294428,3.1528020562294428,3.1528020562294428,3.1528020562294445,3.1528020562294437,3.152802056229449,3.1528020562294623,3.152802056229464,3.152802056229463
2023-06-05,0.5566558828691811,0.6023955280144289,0.47917758519703724,0.4791775851970366,0.47917758519703607,1.6360675904765112,1.6360675904765154,1.636067590476515,1.6360675904765163,1.6360675904765134,2.8630557407071024,2.8630557407070993,2.8630557407070993,3.1429928757213843,3.142992875721387,3.1429928757213856,3.1429928757213843,2.498683212948619,2.4986832129486207,2.498683212948629,2.4986832129486283,2.498683212948622,2.4986832129486234,2.498683212948627,2.4986832129486296,2.4986832129486243,3.5608368348229003,3.560836834822904,3.5608368348229082,3.5608368348229074,3.560836834822909,3.5608368348229043,3.5608368348229025,3.5608368348228985,3.560836834822909,3.5608368348229065,3.560836834822905,3.560836834822907,3.560836834822907,3.560836834822905,3.560836834822902,3.5608368348229082,3.5608368348229114,3.560836834822909,3.560836834822913,3.560836834822914,3.5608368348229074,3.560836834822905,3.560836834822906,3.5608368348229074,3.560836834822907,3.560836834822905,3.560836834822904,3.560836834822907,3.560836834822911,3.5608368348229105,3.5608368348229047,3.5608368348228994,3.5608368348228994,2.498683212948624,2.498683212948624,2.498683212948624,2.4986832129486225,2.4986832129486225,2.4986832129486225,2.4986832129486225,2.498683212948623,2.4986832129486225,2.4986832129486243,2.498683212948624,2.498683212948621,2.498683212948622,2.498683212948622,2.498683212948624,3.1429928757213834,3.1429928757213794,3.1429928757213794,3.1429928757213794,3.1429928757213808,3.14299287572138,3.1429928757213843,3.1429928757213985,3.1429928757213994,3.1429928757213985
2023-06-06,0.8296784123967218,0.8759512324458092,0.7513133704733234,0.7513133704733225,0.7513133704733215,1.9236505667223371,1.9236505667223422,1.9236505667223414,1.923650566722343,1.9236505667223396,3.172539212699029,3.172539212699025,3.172539212699025,3.4583322179690494,3.4583322179690525,3.4583322179690503,3.4583322179690494,2.801034983641264,2.801034983641266,2.801034983641275,2.8010349836412742,2.801034983641268,2.801034983641269,2.801034983641273,2.8010349836412756,2.8010349836412702,3.8855457306933214,3.885545730693326,3.8855457306933308,3.88554573069333,3.8855457306933316,3.8855457306933263,3.8855457306933245,3.88554573069332,3.8855457306933316,3.8855457306933285,3.8855457306933276,3.8855457306933294,3.8855457306933294,3.8855457306933276,3.885545730693323,3.8855457306933308,3.8855457306933343,3.8855457306933316,3.8855457306933356,3.885545730693338,3.88554573069333,3.8855457306933276,3.885545730693328,3.88554573069333,3.8855457306933294,3.8855457306933276,3.885545730693326,3.8855457306933294,3.885545730693334,3.885545730693333,3.8855457306933268,3.88554573069332,3.885545730693321,2.80103498364127,2.80103498364127,2.80103498364127,2.8010349836412685,2.8010349836412685,2.8010349836412685,2.8010349836412685,2.801034983641269,2.801034983641268,2.8010349836412702,2.8010349836412693,2.801034983641267,2.801034983641268,2.801034983641268,2.80103498364127,3.4583322179690477,3.4583322179690428,3.4583322179690428,3.4583322179690428,3.4583322179690446,3.4583322179690428,3.4583322179690494,3.4583322179690645,3.458332217969066,3.458332217969065
2023-06-07,0.5556202890822328,0.6010500987874207,0.478666554530694,0.4786665545306935,0.47866655453069284,1.4076030148733425,1.4076030148733458,1.4076030148733454,1.4076030148733465,1.407603014873344,2.619022062793897,2.619022062793894,2.619022062793894,2.894768006433242,2.8947680064332446,2.8947680064332433,2.894768006433242,2.259741835050476,2.259741835050477,2.2597418350504848,2.2597418350504843,2.2597418350504785,2.25974183505048,2.259741835050483,2.259741835050485,2.2597418350504808,3.305893284209056,3.305893284209059,3.3058932842090636,3.305893284209063,3.3058932842090645,3.3058932842090596,3.305893284209058,3.305893284209055,3.3058932842090645,3.305893284209062,3.3058932842090605,3.3058932842090627,3.3058932842090627,3.305893284209061,3.3058932842090574,3.3058932842090636,3.3058932842090667,3.3058932842090645,3.3058932842090676,3.3058932842090694,3.305893284209063,3.3058932842090605,3.305893284209062,3.305893284209063,3.3058932842090623,3.3058932842090605,3.305893284209059,3.3058932842090623,3.3058932842090663,3.305893284209066,3.3058932842090605,3.3058932842090556,3.305893284209056,2.25974183505048,2.25974183505048,2.25974183505048,2.2597418350504794,2.2597418350504794,2.2597418350504794,2.2597418350504794,2.2597418350504794,2.259741835050479,2.2597418350504808,2.25974183505048,2.259741835050478,2.2597418350504785,2.2597418350504785,2.25974183505048,2.894768006433241,2.894768006433237,2.894768006433237,2.894768006433237,2.894768006433238,2.894768006433237,2.894768006433242,2.8947680064332544,2.8947680064332557,2.894768006433255
2023-06-08,1.2156739957101501,1.2618396817897959,1.1375126807552138,1.1375126807552125,1.137512680755211,2.084343127062119,2.0843431270621244,2.084343127062123,2.0843431270621253,2.0843431270621218,3.3304002409800275,3.3304002409800235,3.3304002409800235,3.6159102204442433,3.615910220444247,3.6159102204442446,3.6159102204442433,2.9594635916063528,2.9594635916063545,2.959463591606365,2.959463591606364,2.9594635916063567,2.9594635916063576,2.9594635916063625,2.959463591606365,2.959463591606359,4.042944919953244,4.042944919953248,4.042944919953253,4.042944919953252,4.0429449199532534,4.042944919953249,4.042944919953247,4.042944919953243,4.0429449199532534,4.04294491995325,4.04294491995325,4.042944919953251,4.042944919953251,4.04294491995325,4.0429449199532455,4.042944919953253,4.042944919953256,4.0429449199532534,4.042944919953257,4.04294491995326,4.042944919953252,4.04294491995325,4.04294491995325,4.042944919953252,4.042944919953251,4.04294491995325,4.042944919953248,4.042944919953251,4.042944919953255,4.042944919953255,4.042944919953249,4.042944919953243,4.042944919953243,2.9594635916063585,2.9594635916063585,2.9594635916063585,2.959463591606357,2.959463591606357,2.959463591606357,2.959463591606357,2.9594635916063576,2.9594635916063567,2.959463591606359,2.959463591606358,2.959463591606356,2.9594635916063567,2.9594635916063567,2.9594635916063585,3.6159102204442415,3.6159102204442366,3.6159102204442366,3.6159102204442366,3.615910220444238,3.615910220444237,3.6159102204442433,3.6159102204442592,3.6159102204442606,3.6159102204442597
2023-06-09,1.0012486832568583,1.047801585923239,0.9224197517225474,0.9224197517225462,0.9224197517225449,1.876346183058247,1.8763461830582522,1.876346183058251,1.8763461830582528,1.8763461830582495,3.1286636333422213,3.128663633342217,3.128663633342217,3.4151521393996136,3.4151521393996167,3.4151521393996154,3.4151521393996136,3.4151521393996087,3.415152139399611,3.415152139399623,3.4151521393996216,3.415152139399613,3.4151521393996145,3.4151521393996203,3.415152139399623,3.4151521393996163,4.533302922946249,4.533302922946254,4.53330292294626,4.533302922946259,4.533302922946262,4.533302922946254,4.533302922946252,4.5333029229462465,4.533302922946261,4.533302922946257,4.533302922946255,4.533302922946258,4.533302922946258,4.533302922946256,4.533302922946251,4.533302922946261,4.533302922946264,4.533302922946261,4.533302922946265,4.533302922946269,4.533302922946259,4.533302922946255,4.533302922946257,4.533302922946259,4.533302922946257,4.533302922946255,4.533302922946254,4.533302922946257,4.533302922946264,4.5333029229462625,4.533302922946255,4.533302922946247,4.533302922946248,3.415152139399616,3.415152139399616,3.415152139399616,3.415152139399614,3.415152139399614,3.415152139399614,3.415152139399614,3.4151521393996145,3.4151521393996136,3.4151521393996163,3.4151521393996154,3.415152139399612,3.415152139399613,3.415152139399613,3.415152139399616,3.415152139399612,3.415152139399607,3.415152139399607,3.415152139399607,3.4151521393996087,3.415152139399608,3.4151521393996136,3.4151521393996287,3.4151521393996305,3.415152139399629
2023-06-12,1.5236231909792377,1.5698921214311352,1.4453049985302595,1.4453049985302575,1.4453049985302557,2.3955549987523836,2.39555499875239,2.3955549987523885,2.3955549987523908,2.3955549987523868,3.6512012259405093,3.651201225940504,3.651201225940504,3.939735360413251,3.9397353604132554,3.939735360413253,3.939735360413251,3.939735360413246,3.939735360413249,3.939735360413262,3.939735360413261,3.939735360413251,3.939735360413253,3.939735360413259,3.9397353604132626,3.939735360413254,5.070423490576606,5.070423490576612,5.070423490576618,5.0704234905766175,5.070423490576621,5.070423490576612,5.0704234905766095,5.070423490576604,5.07042349057662,5.070423490576615,5.070423490576615,5.070423490576617,5.070423490576617,5.070423490576615,5.070423490576609,5.070423490576618,5.070423490576624,5.07042349057662,5.0704234905766254,5.070423490576628,5.0704234905766175,5.070423490576615,5.070423490576615,5.0704234905766175,5.070423490576616,5.070423490576614,5.070423490576611,5.070423490576616,5.070423490576624,5.070423490576622,5.070423490576614,5.070423490576606,5.070423490576606,3.9397353604132537,3.9397353604132537,3.9397353604132537,3.939735360413252,3.939735360413252,3.939735360413252,3.939735360413252,3.9397353604132523,3.939735360413251,3.939735360413254,3.939735360413253,3.9397353604132497,3.939735360413251,3.939735360413251,3.9397353604132537,3.9397353604132497,3.939735360413245,3.939735360413245,3.939735360413245,3.939735360413246,3.939735360413245,3.939735360413251,3.9397353604132688,3.939735360413271,3.9397353604132697
2023-06-13,2.2751093112180545,2.3235824429904532,2.193111046417718,2.193111046417715,2.193111046417712,3.1924696779267663,3.1924696779267756,3.1924696779267734,3.1924696779267765,3.1924696779267707,4.529145138385498,4.529145138385491,4.529145138385491,4.8391471772930235,4.839147177293029,4.839147177293025,4.8391471772930235,4.839147177293016,4.839147177293019,4.839147177293037,4.839147177293036,4.8391471772930235,4.839147177293025,4.839147177293033,4.839147177293037,4.839147177293028,4.839147177293024,4.839147177293031,4.839147177293036,4.839147177293036,4.839147177293038,4.839147177293031,4.839147177293029,4.839147177293023,4.839147177293037,4.839147177293033,4.839147177293032,4.839147177293035,4.839147177293035,4.839147177293033,4.839147177293027,4.839147177293037,4.839147177293041,4.839147177293037,4.839147177293043,4.839147177293045,4.839147177293036,4.839147177293032,4.839147177293033,4.839147177293035,4.839147177293034,4.839147177293032,4.83914717729303,4.839147177293034,4.83914717729304,4.8391471772930394,4.8391471772930315,4.8391471772930235,4.839147177293024,4.839147177293026,4.839147177293026,4.839147177293026,4.839147177293024,4.839147177293024,4.839147177293024,4.839147177293024,4.839147177293024,4.8391471772930235,4.839147177293028,4.839147177293026,4.839147177293022,4.8391471772930235,4.8391471772930235,4.839147177293026,4.839147177293022,4.839147177293014,4.839147177293014,4.839147177293014,4.839147177293016,4.839147177293015,4.8391471772930235,4.839147177293046,4.839147177293049,4.8391471772930466
2023-06-14,2.3182148621370096,2.3666666425820253,2.236255267088394,2.236255267088391,2.2362552670883877,3.2353582443854836,3.235358244385492,3.2353582443854907,3.235358244385493,3.2353582443854885,4.572403660995442,4.572403660995436,4.572403660995436,4.882604403343319,4.882604403343325,4.882604403343322,4.882604403343319,4.882604403343311,4.882604403343315,4.882604403343334,4.882604403343332,4.8826044033433185,4.882604403343321,4.88260440334333,4.8826044033433345,4.882604403343324,4.882604403343321,4.8826044033433265,4.882604403343333,4.882604403343332,4.882604403343335,4.8826044033433265,4.882604403343324,4.882604403343318,4.8826044033433345,4.88260440334333,4.882604403343329,4.882604403343331,4.882604403343331,4.882604403343329,4.882604403343323,4.882604403343334,4.882604403343339,4.8826044033433345,4.88260440334334,4.8826044033433424,4.882604403343332,4.882604403343329,4.88260440334333,4.882604403343332,4.882604403343331,4.882604403343328,4.882604403343326,4.882604403343331,4.882604403343338,4.882604403343336,4.882604403343328,4.882604403343319,4.88260440334332,4.882604403343323,4.882604403343323,4.882604403343323,4.88260440334332,4.88260440334332,4.88260440334332,4.88260440334332,4.882604403343321,4.882604403343319,4.882604403343324,4.882604403343322,4.882604403343317,4.8826044033433185,4.8826044033433185,4.882604403343323,4.882604403343317,4.88260440334331,4.88260440334331,4.88260440334331,4.882604403343312,4.8826044033433105,4.882604403343319,4.882604403343343,4.882604403343346,4.882604403343344
2023-06-15,2.0600959429130645,2.1100240739423124,1.975626835953069,1.9756268359530662,1.9756268359530629,3.0043886495534835,3.004388649553493,3.00438864955349,3.0043886495534937,3.004388649553488,4.378883186817147,4.378883186817139,4.378883186817139,4.697578132592661,4.6975781325926675,4.697578132592664,4.697578132592661,4.697578132592653,4.697578132592658,4.697578132592676,4.6975781325926755,4.697578132592661,4.697578132592664,4.697578132592673,4.697578132592677,4.697578132592667,4.697578132592663,4.697578132592668,4.6975781325926755,4.6975781325926755,4.697578132592678,4.697578132592669,4.6975781325926675,4.69757813259266,4.697578132592677,4.697578132592673,4.697578132592671,4.697578132592675,4.697578132592675,4.697578132592672,4.697578132592666,4.697578132592676,4.697578132592682,4.697578132592677,4.697578132592683,4.697578132592685,4.6975781325926755,4.697578132592671,4.697578132592672,4.697578132592675,4.697578132592674,4.697578132592671,4.697578132592668,4.697578132592674,4.697578132592681,4.697578132592679,4.697578132592671,4.697578132592662,4.697578132592662,4.697578132592665,4.697578132592665,4.697578132592665,4.697578132592662,4.697578132592662,4.697578132592662,4.697578132592662,4.697578132592663,4.697578132592662,4.697578132592667,4.697578132592665,4.6975781325926595,4.69757813259266,4.69757813259266,4.697578132592665,4.6975781325926595,4.6975781325926524,4.6975781325926524,4.6975781325926524,4.697578132592654,4.697578132592653,4.697578132592661,4.697578132592687,4.69757813259269,4.697578132592687
2023-06-16,2.0202025972815587,2.0700224414481703,1.9359138010103176,1.9359138010103152,1.9359138010103123,2.9622264267914273,2.962226426791436,2.962226426791434,2.962226426791437,2.9622264267914318,4.332533175676397,4.33253317567639,4.33253317567639,4.6500963320587845,4.650096332058791,4.650096332058787,4.6500963320587845,4.650096332058777,4.650096332058781,4.6500963320588,4.650096332058798,4.6500963320587845,4.650096332058786,4.650096332058795,4.6500963320588,4.650096332058789,4.650096332058786,4.650096332058792,4.650096332058798,4.650096332058798,4.6500963320588005,4.6500963320587925,4.65009633205879,4.6500963320587845,4.6500963320588,4.650096332058795,4.650096332058794,4.650096332058798,4.650096332058798,4.650096332058795,4.650096332058788,4.650096332058799,4.650096332058804,4.6500963320588,4.650096332058806,4.6500963320588085,4.650096332058798,4.650096332058794,4.650096332058795,4.650096332058798,4.650096332058796,4.650096332058793,4.650096332058791,4.650096332058796,4.650096332058803,4.650096332058802,4.650096332058793,4.6500963320587845,4.650096332058785,4.650096332058788,4.650096332058788,4.650096332058788,4.650096332058785,4.650096332058785,4.650096332058785,4.650096332058785,4.650096332058786,4.6500963320587845,4.650096332058789,4.650096332058787,4.650096332058783,4.6500963320587845,4.6500963320587845,4.650096332058788,4.650096332058783,4.650096332058775,4.650096332058775,4.650096332058775,4.650096332058777,4.650096332058776,4.6500963320587845,4.650096332058809,4.650096332058811,4.650096332058809
2023-06-20,1.903091210145905,1.9528091918510897,1.8189668674651538,1.8189668674651511,1.8189668674651485,2.8426004228078936,2.842600422807902,2.8426004228079003,2.842600422807903,2.842600422807898,4.207000342589896,4.20700034258989,4.20700034258989,4.52280597548041,4.5228059754804155,4.522805975480413,4.52280597548041,4.522805975480402,4.522805975480407,4.522805975480424,4.5228059754804235,4.52280597548041,4.522805975480413,4.52280597548042,4.522805975480425,4.522805975480415,4.522805975480412,4.522805975480417,4.5228059754804235,4.5228059754804235,4.522805975480426,4.522805975480418,4.5228059754804155,4.522805975480409,4.522805975480425,4.52280597548042,4.522805975480419,4.522805975480423,4.522805975480423,4.52280597548042,4.522805975480414,4.5228059754804235,4.522805975480429,4.522805975480425,4.522805975480431,4.522805975480433,4.5228059754804235,4.522805975480419,4.52280597548042,4.522805975480423,4.522805975480422,4.522805975480419,4.522805975480417,4.522805975480422,4.522805975480429,4.522805975480427,4.522805975480418,4.52280597548041,4.522805975480411,4.522805975480413,4.522805975480413,4.522805975480413,4.522805975480411,4.522805975480411,4.522805975480411,4.522805975480411,4.522805975480412,4.52280597548041,4.522805975480415,4.522805975480413,4.5228059754804075,4.522805975480409,4.522805975480409,4.522805975480413,4.5228059754804075,4.522805975480401,4.522805975480401,4.522805975480401,4.522805975480403,4.522805975480401,4.52280597548041,4.522805975480434,4.522805975480436,4.522805975480434
2023-06-21,1.2444807184979354,1.2936378969864164,1.1612613195962629,1.1612613195962616,1.1612613195962596,2.1701232328887436,2.1701232328887503,2.1701232328887485,2.1701232328887508,2.1701232328887468,3.5019842354317574,3.5019842354317525,3.5019842354317525,3.808132567076189,3.808132567076193,3.808132567076191,3.808132567076189,3.808132567076183,3.808132567076186,3.8081325670762007,3.8081325670761994,3.8081325670761887,3.8081325670761905,3.8081325670761976,3.808132567076201,3.8081325670761923,3.8081325670761905,3.808132567076195,3.8081325670762,3.8081325670761994,3.808132567076202,3.808132567076195,3.808132567076193,3.8081325670761887,3.808132567076201,3.8081325670761976,3.8081325670761967,3.8081325670761985,3.8081325670761985,3.8081325670761967,3.808132567076192,3.8081325670762007,3.8081325670762043,3.808132567076201,3.8081325670762056,3.8081325670762074,3.8081325670761994,3.8081325670761967,3.8081325670761976,3.8081325670761994,3.808132567076198,3.8081325670761963,3.808132567076194,3.808132567076198,3.808132567076204,3.8081325670762025,3.8081325670761963,3.808132567076189,3.8081325670761896,3.808132567076192,3.808132567076192,3.808132567076192,3.8081325670761896,3.8081325670761896,3.8081325670761896,3.8081325670761896,3.8081325670761905,3.808132567076189,3.8081325670761923,3.808132567076191,3.8081325670761874,3.8081325670761887,3.8081325670761887,3.808132567076192,3.8081325670761874,3.8081325670761816,3.8081325670761816,3.8081325670761816,3.808132567076183,3.8081325670761816,3.808132567076189,3.8081325670762083,3.808132567076211,3.8081325670762087
2023-06-22,1.8515820795977966,1.9014626042215041,1.7671797401616116,1.767179740161609,1.7671797401616065,2.7939552621937165,2.793955262193725,2.7939552621937227,2.7939552621937263,2.793955262193721,4.161834696021177,4.161834696021171,4.161834696021171,4.478349552141109,4.478349552141115,4.478349552141112,4.478349552141109,4.478349552141102,4.478349552141106,4.4783495521411245,4.478349552141123,4.478349552141109,4.478349552141112,4.47834955214112,4.4783495521411245,4.478349552141115,4.478349552141111,4.4783495521411165,4.478349552141123,4.478349552141123,4.4783495521411245,4.4783495521411165,4.478349552141115,4.4783495521411085,4.4783495521411245,4.47834955214112,4.478349552141119,4.478349552141122,4.478349552141122,4.478349552141119,4.478349552141114,4.478349552141124,4.478349552141128,4.4783495521411245,4.47834955214113,4.4783495521411325,4.478349552141123,4.478349552141119,4.47834955214112,4.478349552141122,4.478349552141121,4.478349552141118,4.478349552141116,4.478349552141121,4.478349552141127,4.478349552141125,4.478349552141118,4.478349552141109,4.47834955214111,4.478349552141113,4.478349552141113,4.478349552141113,4.47834955214111,4.47834955214111,4.47834955214111,4.47834955214111,4.478349552141111,4.478349552141109,4.478349552141115,4.478349552141112,4.478349552141107,4.4783495521411085,4.4783495521411085,4.478349552141113,4.478349552141108,4.4783495521411,4.4783495521411,4.4783495521411,4.478349552141103,4.4783495521411005,4.478349552141109,4.478349552141133,4.478349552141135,4.478349552141134
2023-06-23,1.3381314421327937,1.387663945739531,1.2542834758631967,1.2542834758631949,1.2542834758631929,2.2713678617618647,2.2713678617618713,2.2713678617618696,2.2713678617618718,2.271367861761868,3.6163051617165505,3.616305161716545,3.616305161716545,3.9258581249475952,3.9258581249475997,3.925858124947598,3.9258581249475952,3.925858124947589,3.9258581249475917,3.9258581249476077,3.9258581249476063,3.9258581249475952,3.925858124947597,3.925858124947604,3.925858124947608,3.9258581249475992,3.9258581249475966,3.925858124947601,3.9258581249476068,3.9258581249476063,3.925858124947609,3.925858124947602,3.9258581249475997,3.9258581249475943,3.925858124947608,3.925858124947604,3.925858124947603,3.9258581249476054,3.9258581249476054,3.9258581249476037,3.9258581249475983,3.9258581249476077,3.9258581249476117,3.925858124947608,3.9258581249476125,3.9258581249476143,3.9258581249476063,3.925858124947603,3.925858124947604,3.9258581249476063,3.925858124947605,3.925858124947603,3.925858124947601,3.925858124947605,3.9258581249476108,3.9258581249476094,3.9258581249476023,3.9258581249475957,3.9258581249475966,3.9258581249475983,3.9258581249475983,3.9258581249475983,3.9258581249475966,3.9258581249475966,3.9258581249475966,3.9258581249475966,3.9258581249475966,3.9258581249475957,3.9258581249475992,3.925858124947598,3.925858124947593,3.9258581249475943,3.9258581249475943,3.9258581249475983,3.925858124947593,3.9258581249475872,3.9258581249475872,3.9258581249475872,3.925858124947589,3.9258581249475877,3.9258581249475952,3.925858124947615,3.925858124947617,3.9258581249476157
2023-06-26,0.9232101683886291,0.9718947423173323,0.8407693831775385,0.8407693831775372,0.840769383177536,1.8383501087654772,1.8383501087654825,1.8383501087654814,1.8383501087654832,1.8383501087654799,3.148953037383324,3.148953037383319,3.148953037383319,3.4491450520069247,3.4491450520069282,3.449145052006926,3.4491450520069247,3.449145052006919,3.4491450520069216,3.4491450520069353,3.4491450520069336,3.4491450520069247,3.4491450520069256,3.4491450520069318,3.4491450520069353,3.449145052006928,3.4491450520069256,3.4491450520069296,3.449145052006934,3.4491450520069336,3.4491450520069358,3.4491450520069296,3.4491450520069282,3.449145052006924,3.4491450520069353,3.4491450520069318,3.4491450520069313,3.449145052006933,3.449145052006933,3.4491450520069313,3.449145052006927,3.449145052006935,3.449145052006938,3.4491450520069353,3.4491450520069393,3.449145052006941,3.4491450520069336,3.4491450520069313,3.4491450520069318,3.4491450520069336,3.449145052006932,3.449145052006931,3.449145052006929,3.449145052006932,3.4491450520069376,3.449145052006936,3.449145052006931,3.4491450520069247,3.449145052006925,3.449145052006927,3.449145052006927,3.449145052006927,3.449145052006925,3.449145052006925,3.449145052006925,3.449145052006925,3.4491450520069256,3.4491450520069247,3.449145052006928,3.449145052006926,3.449145052006923,3.449145052006924,3.449145052006924,3.449145052006927,3.449145052006923,3.4491450520069176,3.4491450520069176,3.4491450520069176,3.4491450520069193,3.4491450520069176,3.4491450520069247,3.4491450520069415,3.4491450520069433,3.449145052006942
2023-06-27,0.6709339713242317,0.7186913285463835,0.590046455521957,1.3796100455119507,1.3796100455119489,2.3707803504618354,2.370780350461842,2.3707803504618403,2.3707803504618425,2.3707803504618385,3.682002609252373,3.682002609252368,3.682002609252368,3.9837507116997775,3.983750711699782,3.9837507116997792,3.9837507116997775,3.9837507116997712,3.983750711699774,3.9837507116997886,3.983750711699787,3.9837507116997775,3.9837507116997792,3.983750711699785,3.9837507116997886,3.983750711699781,3.9837507116997783,3.983750711699783,3.9837507116997877,3.983750711699787,3.9837507116997894,3.9837507116997832,3.983750711699781,3.9837507116997766,3.9837507116997886,3.983750711699785,3.983750711699784,3.983750711699787,3.983750711699787,3.983750711699784,3.9837507116997792,3.9837507116997886,3.983750711699792,3.9837507116997886,3.983750711699794,3.9837507116997957,3.983750711699787,3.983750711699784,3.983750711699785,3.983750711699787,3.983750711699786,3.983750711699784,3.983750711699782,3.983750711699786,3.9837507116997912,3.9837507116997903,3.983750711699784,3.9837507116997775,3.9837507116997775,3.9837507116997792,3.9837507116997792,3.9837507116997792,3.9837507116997775,3.9837507116997775,3.9837507116997775,3.9837507116997775,3.9837507116997783,3.9837507116997775,3.983750711699781,3.9837507116997792,3.983750711699775,3.9837507116997766,3.9837507116997766,3.9837507116997792,3.983750711699775,3.9837507116997695,3.9837507116997695,3.9837507116997695,3.9837507116997712,3.9837507116997695,3.9837507116997775,3.9837507116997966,3.9837507116997983,3.9837507116997966
2023-06-28,0.8386017750015304,0.886511860122177,0.7574662567273863,1.5500289233790747,1.5500289233790727,2.5468274139672955,2.546827413967303,2.5468274139673013,2.546827413967304,2.5468274139672995,3.8688334131163313,3.8688334131163256,3.8688334131163256,4.173626194754157,4.173626194754163,4.17362619475416,4.173626194754157,4.173626194754151,4.173626194754155,4.173626194754171,4.173626194754169,4.173626194754157,4.17362619475416,4.173626194754166,4.173626194754171,4.173626194754162,4.173626194754159,4.1736261947541635,4.173626194754169,4.173626194754169,4.1736261947541715,4.1736261947541635,4.173626194754163,4.173626194754157,4.173626194754171,4.173626194754166,4.173626194754166,4.173626194754169,4.173626194754169,4.173626194754166,4.173626194754161,4.17362619475417,4.173626194754174,4.173626194754171,4.173626194754175,4.173626194754178,4.173626194754169,4.173626194754166,4.173626194754166,4.173626194754169,4.173626194754168,4.173626194754165,4.1736261947541635,4.173626194754168,4.173626194754173,4.173626194754172,4.173626194754165,4.173626194754157,4.173626194754158,4.17362619475416,4.17362619475416,4.17362619475416,4.173626194754158,4.173626194754158,4.173626194754158,4.173626194754158,4.173626194754159,4.173626194754157,4.173626194754162,4.17362619475416,4.1736261947541555,4.173626194754157,4.173626194754157,4.17362619475416,4.1736261947541555,4.173626194754149,4.173626194754149,4.173626194754149,4.173626194754151,4.17362619475415,4.173626194754157,4.173626194754179,4.17362619475418,4.173626194754179
